Date,Country,JCVIPriorityGroup,Population,PopulationQF,Dose,CumulativeNumberVaccinated,CumulativePercentCoverage,CumulativePercentCoverageQF,AgeBand
20210416,S92000003,1 - Care Home Residents - Older Adults,27692,,Dose 2,24893,89.8923876931966,,16 years and over
20210416,S92000003,1 - Care Home Staff,50000,,Dose 1,52477,104.954,,16 years and over
20210416,S92000003,1 - Care Home Staff,50000,,Dose 2,45299,90.598,,16 years and over
20210416,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,355140,,z,16 years and over
20210416,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,285826,,z,16 years and over
20210416,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,94718,90.1973107835295,,16 years and over
20210416,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,82054,78.1377366396221,,16 years and over
20210416,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,96241,81.5843682448184,,16 years and over
20210416,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,74162,62.8677997711185,,16 years and over
20210416,S92000003,4 - Clinically Extremely Vulnerable,181438,,Dose 1,170757,94.1131405769464,,16 years and over
20210416,S92000003,4 - Clinically Extremely Vulnerable,181438,,Dose 2,62046,34.196805520343,,16 years and over
20210416,S92000003,6 - 16 to 64 year olds with underlying health conditions,763316,,Dose 1,658625,86.2847103951705,,16 years and over
20210416,S92000003,6 - 16 to 64 year olds with underlying health conditions,763316,,Dose 2,88691,11.6191721384066,,16 years and over
20210416,S92000003,6 - Unpaid Carers,,:,Dose 1,181051,,z,16 years and over
20210416,S92000003,6 - Unpaid Carers,,:,Dose 2,4890,,z,16 years and over
20210417,S92000003,1 - All Care Home Residents,,:,Dose 1,34508,,z,16 years and over
20210417,S92000003,1 - All Care Home Residents,,:,Dose 2,29591,,z,16 years and over
20210417,S92000003,1 - Care Home Residents - Older Adults,27692,,Dose 1,26836,96.9088545428283,,16 years and over
20210417,S92000003,1 - Care Home Residents - Older Adults,27692,,Dose 2,24903,89.9284992055467,,16 years and over
20210417,S92000003,1 - Care Home Staff,50000,,Dose 1,52705,105.41,,16 years and over
20210417,S92000003,1 - Care Home Staff,50000,,Dose 2,45447,90.894,,16 years and over
20210417,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,358605,,z,16 years and over
20210417,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,287632,,z,16 years and over
20210417,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95002,90.4677560659734,,16 years and over
20210417,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,82306,78.377709214185,,16 years and over
20210417,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,96702,81.9751621243589,,16 years and over
20210417,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,74583,63.2246852880092,,16 years and over
20210417,S92000003,4 - Clinically Extremely Vulnerable,181438,,Dose 1,170827,94.1517212491319,,16 years and over
20210417,S92000003,4 - Clinically Extremely Vulnerable,181438,,Dose 2,66152,36.4598375202549,,16 years and over
20210417,S92000003,6 - 16 to 64 year olds with underlying health conditions,763316,,Dose 1,659503,86.3997348411405,,16 years and over
20210417,S92000003,6 - 16 to 64 year olds with underlying health conditions,763316,,Dose 2,91140,11.940009118111,,16 years and over
20210417,S92000003,6 - Unpaid Carers,,:,Dose 1,185186,,z,16 years and over
20210417,S92000003,6 - Unpaid Carers,,:,Dose 2,5146,,z,16 years and over
20210418,S92000003,1 - All Care Home Residents,,:,Dose 1,34509,,z,16 years and over
20210418,S92000003,1 - All Care Home Residents,,:,Dose 2,29597,,z,16 years and over
20210418,S92000003,1 - Care Home Residents - Older Adults,27692,,Dose 1,26836,96.9088545428283,,16 years and over
20210418,S92000003,1 - Care Home Residents - Older Adults,27692,,Dose 2,24907,89.9429438104868,,16 years and over
20210418,S92000003,1 - Care Home Staff,50000,,Dose 1,52726,105.452,,16 years and over
20210418,S92000003,1 - Care Home Staff,50000,,Dose 2,45502,91.004,,16 years and over
20210418,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,359024,,z,16 years and over
20210418,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,288705,,z,16 years and over
20210418,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95016,90.4810878756713,,16 years and over
20210418,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,82382,78.4500818954024,,16 years and over
20210418,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,96750,82.0158521595389,,16 years and over
20210418,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,74799,63.4077904463188,,16 years and over
20210418,S92000003,4 - Clinically Extremely Vulnerable,181438,,Dose 1,170853,94.1660512130866,,16 years and over
20210418,S92000003,4 - Clinically Extremely Vulnerable,181438,,Dose 2,70068,38.6181505528059,,16 years and over
20210418,S92000003,6 - 16 to 64 year olds with underlying health conditions,763316,,Dose 1,659849,86.4450633813519,,16 years and over
20210418,S92000003,6 - 16 to 64 year olds with underlying health conditions,763316,,Dose 2,93444,12.2418500332759,,16 years and over
20210418,S92000003,6 - Unpaid Carers,,:,Dose 1,187090,,z,16 years and over
20210418,S92000003,6 - Unpaid Carers,,:,Dose 2,5343,,z,16 years and over
20210419,S92000003,1 - All Care Home Residents,,:,Dose 1,34538,,z,16 years and over
20210419,S92000003,1 - All Care Home Residents,,:,Dose 2,29683,,z,16 years and over
20210419,S92000003,1 - Care Home Residents - Older Adults,27692,,Dose 1,26840,96.9232991477683,,16 years and over
20210419,S92000003,1 - Care Home Residents - Older Adults,27692,,Dose 2,24968,90.1632240358226,,16 years and over
20210419,S92000003,1 - Care Home Staff,50000,,Dose 1,52783,105.566,,16 years and over
20210419,S92000003,1 - Care Home Staff,50000,,Dose 2,45594,91.188,,16 years and over
20210419,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,359758,,z,16 years and over
20210419,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,290921,,z,16 years and over
20210419,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95054,90.51727421628,,16 years and over
20210419,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,82592,78.6500590408715,,16 years and over
20210419,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,96829,82.0828211757725,,16 years and over
20210419,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,75310,63.8409697791718,,16 years and over
20210419,S92000003,4 - Clinically Extremely Vulnerable,181438,,Dose 1,170893,94.1880973114783,,16 years and over
20210419,S92000003,4 - Clinically Extremely Vulnerable,181438,,Dose 2,73055,40.2644429502089,,16 years and over
20210419,S92000003,6 - 16 to 64 year olds with underlying health conditions,763316,,Dose 1,660065,86.4733609671486,,16 years and over
20210419,S92000003,6 - 16 to 64 year olds with underlying health conditions,763316,,Dose 2,95304,12.4855236887475,,16 years and over
20210419,S92000003,6 - Unpaid Carers,,:,Dose 1,187488,,z,16 years and over
20210419,S92000003,6 - Unpaid Carers,,:,Dose 2,5589,,z,16 years and over
20210420,S92000003,1 - All Care Home Residents,,:,Dose 1,34597,,z,16 years and over
20210420,S92000003,1 - All Care Home Residents,,:,Dose 2,29764,,z,16 years and over
20210420,S92000003,1 - Care Home Residents - Older Adults,27692,,Dose 1,26840,96.9232991477683,,16 years and over
20210420,S92000003,1 - Care Home Residents - Older Adults,27692,,Dose 2,24992,90.2498916654629,,16 years and over
20210420,S92000003,1 - Care Home Staff,50000,,Dose 1,52825,105.65,,16 years and over
20210420,S92000003,1 - Care Home Staff,50000,,Dose 2,45709,91.418,,16 years and over
20210420,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,360454,,z,16 years and over
20210420,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,293076,,z,16 years and over
20210420,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95089,90.5506037405249,,16 years and over
20210420,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,82850,78.8957452481621,,16 years and over
20210420,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,96881,82.1269020472174,,16 years and over
20210420,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,75835,64.2860170389522,,16 years and over
20210420,S92000003,4 - Clinically Extremely Vulnerable,181438,,Dose 1,171011,94.2531333017339,,16 years and over
20210420,S92000003,4 - Clinically Extremely Vulnerable,181438,,Dose 2,79346,43.7317430747693,,16 years and over
20210420,S92000003,6 - 16 to 64 year olds with underlying health conditions,763316,,Dose 1,660365,86.512663169644,,16 years and over
20210420,S92000003,6 - 16 to 64 year olds with underlying health conditions,763316,,Dose 2,99690,13.0601218892307,,16 years and over
20210420,S92000003,6 - Unpaid Carers,,:,Dose 1,188190,,z,16 years and over
20210420,S92000003,6 - Unpaid Carers,,:,Dose 2,6020,,z,16 years and over
20210421,S92000003,1 - All Care Home Residents,,:,Dose 1,34651,,z,16 years and over
20210421,S92000003,1 - All Care Home Residents,,:,Dose 2,29827,,z,16 years and over
20210421,S92000003,1 - Care Home Residents - Older Adults,27535,,Dose 1,26690,96.9311785000908,,16 years and over
20210421,S92000003,1 - Care Home Residents - Older Adults,27535,,Dose 2,24874,90.335936081351,,16 years and over
20210421,S92000003,1 - Care Home Staff,50000,,Dose 1,52881,105.762,,16 years and over
20210421,S92000003,1 - Care Home Staff,50000,,Dose 2,45831,91.662,,16 years and over
20210421,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,361028,,z,16 years and over
20210421,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,295159,,z,16 years and over
20210421,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95113,90.5734582714356,,16 years and over
20210421,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,83071,79.1061973869653,,16 years and over
20210421,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,96936,82.173526045861,,16 years and over
20210421,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,76303,64.6827448819565,,16 years and over
20210421,S92000003,4 - Clinically Extremely Vulnerable,181169,,Dose 1,170842,94.2997974267121,,16 years and over
20210421,S92000003,4 - Clinically Extremely Vulnerable,181169,,Dose 2,84844,46.831411554957,,16 years and over
20210421,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 1,660623,86.5641543057812,,16 years and over
20210421,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 2,103607,13.5760522039939,,16 years and over
20210421,S92000003,6 - Unpaid Carers,,:,Dose 1,189099,,z,16 years and over
20210421,S92000003,6 - Unpaid Carers,,:,Dose 2,6490,,z,16 years and over
20210422,S92000003,1 - All Care Home Residents,,:,Dose 1,34699,,z,16 years and over
20210422,S92000003,1 - All Care Home Residents,,:,Dose 2,29891,,z,16 years and over
20210422,S92000003,1 - Care Home Residents - Older Adults,27535,,Dose 1,26695,96.9493372071909,,16 years and over
20210422,S92000003,1 - Care Home Residents - Older Adults,27535,,Dose 2,24902,90.4376248411113,,16 years and over
20210422,S92000003,1 - Care Home Staff,50000,,Dose 1,52961,105.922,,16 years and over
20210422,S92000003,1 - Care Home Staff,50000,,Dose 2,46006,92.012,,16 years and over
20210422,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,361662,,z,16 years and over
20210422,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,297426,,z,16 years and over
20210422,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95145,90.6039309793166,,16 years and over
20210422,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,83353,79.3747381251666,,16 years and over
20210422,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,96990,82.2193023354385,,16 years and over
20210422,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,76756,65.0667570889671,,16 years and over
20210422,S92000003,4 - Clinically Extremely Vulnerable,181169,,Dose 1,170889,94.3257400548659,,16 years and over
20210422,S92000003,4 - Clinically Extremely Vulnerable,181169,,Dose 2,91464,50.4854583289636,,16 years and over
20210422,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 1,660933,86.6047748833796,,16 years and over
20210422,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 2,108457,14.2115676922271,,16 years and over
20210422,S92000003,6 - Unpaid Carers,,:,Dose 1,190376,,z,16 years and over
20210422,S92000003,6 - Unpaid Carers,,:,Dose 2,7052,,z,16 years and over
20210423,S92000003,1 - All Care Home Residents,,:,Dose 1,34759,,z,16 years and over
20210423,S92000003,1 - All Care Home Residents,,:,Dose 2,29971,,z,16 years and over
20210423,S92000003,1 - Care Home Residents - Older Adults,27535,,Dose 1,26701,96.9711276557109,,16 years and over
20210423,S92000003,1 - Care Home Residents - Older Adults,27535,,Dose 2,24944,90.5901579807518,,16 years and over
20210423,S92000003,1 - Care Home Staff,50000,,Dose 1,53004,106.008,,16 years and over
20210423,S92000003,1 - Care Home Staff,50000,,Dose 2,46100,92.2,,16 years and over
20210423,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,361600,,z,16 years and over
20210423,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,298829,,z,16 years and over
20210423,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95193,90.6496400411382,,16 years and over
20210423,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,83523,79.5366243857845,,16 years and over
20210423,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97063,82.2811850972746,,16 years and over
20210423,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,77164,65.4126223879964,,16 years and over
20210423,S92000003,4 - Clinically Extremely Vulnerable,181169,,Dose 1,170969,94.3698977198086,,16 years and over
20210423,S92000003,4 - Clinically Extremely Vulnerable,181169,,Dose 2,98624,54.4375693413332,,16 years and over
20210423,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 1,661345,86.6587609413491,,16 years and over
20210423,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 2,113860,14.9195450495309,,16 years and over
20210423,S92000003,6 - Unpaid Carers,,:,Dose 1,192886,,z,16 years and over
20210423,S92000003,6 - Unpaid Carers,,:,Dose 2,7644,,z,16 years and over
20210425,S92000003,1 - All Care Home Residents,,:,Dose 1,34948,,z,16 years and over
20210425,S92000003,1 - All Care Home Residents,,:,Dose 2,30352,,z,16 years and over
20210425,S92000003,1 - Care Home Residents - Older Adults,28764,,Dose 1,27855,96.8397997496871,,16 years and over
20210425,S92000003,1 - Care Home Residents - Older Adults,28764,,Dose 2,25822,89.7719371436518,,16 years and over
20210425,S92000003,1 - Care Home Staff,50000,,Dose 1,53030,106.06,,16 years and over
20210425,S92000003,1 - Care Home Staff,50000,,Dose 2,46174,92.348,,16 years and over
20210425,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,361999,,z,16 years and over
20210425,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,299819,,z,16 years and over
20210425,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95222,90.6772559326553,,16 years and over
20210425,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,83646,79.6537538567021,,16 years and over
20210425,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97118,82.3278090959183,,16 years and over
20210425,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,77484,65.683889289196,,16 years and over
20210425,S92000003,4 - Clinically Extremely Vulnerable,182235,,Dose 1,172031,94.4006365407304,,16 years and over
20210425,S92000003,4 - Clinically Extremely Vulnerable,182235,,Dose 2,110721,60.7572639723434,,16 years and over
20210425,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 1,661863,86.7266366161749,,16 years and over
20210425,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 2,124872,16.3624927931233,,16 years and over
20210425,S92000003,6 - Unpaid Carers,,:,Dose 1,194737,,z,16 years and over
20210425,S92000003,6 - Unpaid Carers,,:,Dose 2,8877,,z,16 years and over
20210426,S92000003,1 - All Care Home Residents,,:,Dose 1,34999,,z,16 years and over
20210426,S92000003,1 - All Care Home Residents,,:,Dose 2,30478,,z,16 years and over
20210426,S92000003,1 - Care Home Residents - Older Adults,28764,,Dose 1,27862,96.8641357252121,,16 years and over
20210426,S92000003,1 - Care Home Residents - Older Adults,28764,,Dose 2,25886,89.9944374913086,,16 years and over
20210426,S92000003,1 - Care Home Staff,50000,,Dose 1,53048,106.096,,16 years and over
20210426,S92000003,1 - Care Home Staff,50000,,Dose 2,46253,92.506,,16 years and over
20210426,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,362460,,z,16 years and over
20210426,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,301257,,z,16 years and over
20210426,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95242,90.696301375081,,16 years and over
20210426,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,83806,79.8061173961071,,16 years and over
20210426,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97167,82.3693468401645,,16 years and over
20210426,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,77798,65.950069935998,,16 years and over
20210426,S92000003,4 - Clinically Extremely Vulnerable,182235,,Dose 1,172057,94.4149038329629,,16 years and over
20210426,S92000003,4 - Clinically Extremely Vulnerable,182235,,Dose 2,115042,63.1283781929926,,16 years and over
20210426,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 1,662108,86.7587399758897,,16 years and over
20210426,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 2,128927,16.8938361549347,,16 years and over
20210426,S92000003,6 - Unpaid Carers,,:,Dose 1,195219,,z,16 years and over
20210426,S92000003,6 - Unpaid Carers,,:,Dose 2,9388,,z,16 years and over
20210427,S92000003,1 - All Care Home Residents,,:,Dose 1,35049,,z,16 years and over
20210427,S92000003,1 - All Care Home Residents,,:,Dose 2,30576,,z,16 years and over
20210427,S92000003,1 - Care Home Residents - Older Adults,28764,,Dose 1,27868,96.88499513,,16 years and over
20210427,S92000003,1 - Care Home Residents - Older Adults,28764,,Dose 2,25954,90.23084411,,16 years and over
20210427,S92000003,1 - Care Home Staff,50000,,Dose 1,53081,106.162,,16 years and over
20210427,S92000003,1 - Care Home Staff,50000,,Dose 2,46334,92.668,,16 years and over
20210427,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,363230,,z,16 years and over
20210427,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,302935,,z,16 years and over
20210427,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95277,90.7296309,,16 years and over
20210427,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,84053,80.04132861,,16 years and over
20210427,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97221,82.41512313,,16 years and over
20210427,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,78159,66.25609291,,16 years and over
20210427,S92000003,4 - Clinically Extremely Vulnerable,182235,,Dose 1,172101,94.43904848,,16 years and over
20210427,S92000003,4 - Clinically Extremely Vulnerable,182235,,Dose 2,120539,66.14481302,,16 years and over
20210427,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 1,662390,86.7956916,,16 years and over
20210427,S92000003,6 - 16 to 64 year olds with underlying health conditions,763160,,Dose 2,134344,17.60364799,,16 years and over
20210427,S92000003,6 - Unpaid Carers,,:,Dose 1,195612,,z,16 years and over
20210427,S92000003,6 - Unpaid Carers,,:,Dose 2,9988,,z,16 years and over
20210428,S92000003,1 - All Care Home Residents,,:,Dose 1,35104,,z,16 years and over
20210428,S92000003,1 - All Care Home Residents,,:,Dose 2,30681,,z,16 years and over
20210428,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 1,27692,96.9336320358443,,16 years and over
20210428,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 2,25870,90.5558667040045,,16 years and over
20210428,S92000003,1 - Care Home Staff,50000,,Dose 1,53128,106.256,,16 years and over
20210428,S92000003,1 - Care Home Staff,50000,,Dose 2,46508,93.016,,16 years and over
20210428,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,363759,,z,16 years and over
20210428,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,304599,,z,16 years and over
20210428,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95311,90.7620081514494,,16 years and over
20210428,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,84244,80.2232125852284,,16 years and over
20210428,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97271,82.4575085830543,,16 years and over
20210428,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,78546,66.5841563175518,,16 years and over
20210428,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 1,171910,94.4762888750886,,16 years and over
20210428,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 2,125390,68.9103709036552,,16 years and over
20210428,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 1,662695,86.8514759095752,,16 years and over
20210428,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 2,142210,18.6377570211043,,16 years and over
20210428,S92000003,6 - Unpaid Carers,,:,Dose 1,196586,,z,16 years and over
20210428,S92000003,6 - Unpaid Carers,,:,Dose 2,10814,,z,16 years and over
20210430,S92000003,1 - All Care Home Residents,,:,Dose 1,35167,,z,16 years and over
20210430,S92000003,1 - All Care Home Residents,,:,Dose 2,30953,,z,16 years and over
20210430,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 1,27702,96.9686362363484,,16 years and over
20210430,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 2,25970,90.9059087090451,,16 years and over
20210430,S92000003,1 - Care Home Staff,50000,,Dose 1,53228,106.456,,16 years and over
20210430,S92000003,1 - Care Home Staff,50000,,Dose 2,46772,93.544,,16 years and over
20210430,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,364837,,z,16 years and over
20210430,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,307355,,z,16 years and over
20210430,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95362,90.8105740296347,,16 years and over
20210430,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,84567,80.5307964804022,,16 years and over
20210430,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97379,82.5490611622091,,16 years and over
20210430,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,79192,67.1317763743483,,16 years and over
20210430,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 1,171997,94.5241013184144,,16 years and over
20210430,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 2,134616,73.9806881694429,,16 years and over
20210430,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 1,663229,86.9214608772236,,16 years and over
20210430,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 2,158619,20.7882876093843,,16 years and over
20210430,S92000003,6 - Unpaid Carers,,:,Dose 1,197534,,z,16 years and over
20210430,S92000003,6 - Unpaid Carers,,:,Dose 2,12638,,z,16 years and over
20210501,S92000003,1 - All Care Home Residents,,:,Dose 1,35258,,z,16 years and over
20210501,S92000003,1 - All Care Home Residents,,:,Dose 2,31087,,z,16 years and over
20210501,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 1,27715,97.0141416970036,,16 years and over
20210501,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 2,26053,91.1964435732288,,16 years and over
20210501,S92000003,1 - Care Home Staff,50000,,Dose 1,53247,106.494,,16 years and over
20210501,S92000003,1 - Care Home Staff,50000,,Dose 2,46825,93.65,,16 years and over
20210501,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,365015,,z,16 years and over
20210501,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,307899,,z,16 years and over
20210501,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95373,90.8210490229688,,16 years and over
20210501,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,84680,80.638403230107,,16 years and over
20210501,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97432,82.5939897427203,,16 years and over
20210501,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,79377,67.2886025516043,,16 years and over
20210501,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 1,172061,94.5592736905161,,16 years and over
20210501,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 2,137506,75.5689405971609,,16 years and over
20210501,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 1,663611,86.9715250301106,,16 years and over
20210501,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 2,166268,21.7907501890512,,16 years and over
20210501,S92000003,6 - Unpaid Carers,,:,Dose 1,198472,,z,16 years and over
20210501,S92000003,6 - Unpaid Carers,,:,Dose 2,13462,,z,16 years and over
20210503,S92000003,1 - All Care Home Residents,,:,Dose 1,35265,,z,16 years and over
20210503,S92000003,1 - All Care Home Residents,,:,Dose 2,31099,,z,16 years and over
20210503,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 1,27717,97.02114254,,16 years and over
20210503,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 2,26064,91.23494819,,16 years and over
20210503,S92000003,1 - Care Home Staff,50000,,Dose 1,53277,106.554,,16 years and over
20210503,S92000003,1 - Care Home Staff,50000,,Dose 2,46908,93.816,,16 years and over
20210503,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,365414,,z,16 years and over
20210503,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,308825,,z,16 years and over
20210503,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 1,95407,90.85342628,,16 years and over
20210503,S92000003,2 - Specified Frontline Health Care Workers,105012,,Dose 2,84831,80.78219632,,16 years and over
20210503,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 1,97511,82.66095876,,16 years and over
20210503,S92000003,2 - Specified Frontline Social Care Workers,117965,,Dose 2,79630,67.50307295,,16 years and over
20210503,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 1,172102,94.58180599,,16 years and over
20210503,S92000003,4 - Clinically Extremely Vulnerable,181961,,Dose 2,140361,77.13795813,,16 years and over
20210503,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 1,664070,87.03168065,,16 years and over
20210503,S92000003,6 - 16 to 64 year olds with underlying health conditions,763021,,Dose 2,177833,23.30643586,,16 years and over
20210503,S92000003,6 - Unpaid Carers,,:,Dose 1,202395,,z,16 years and over
20210503,S92000003,6 - Unpaid Carers,,:,Dose 2,14926,,z,16 years and over
20210504,S92000003,1 - All Care Home Residents,,:,Dose 1,35296,,z,16 years and over
20210504,S92000003,1 - All Care Home Residents,,:,Dose 2,31151,,z,16 years and over
20210504,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 1,27719,97.0281433772053,,16 years and over
20210504,S92000003,1 - Care Home Residents - Older Adults,28568,,Dose 2,26085,91.3084570148418,,16 years and over
20210504,S92000003,1 - Care Home Staff,50000,,Dose 1,53302,106.604,,16 years and over
20210504,S92000003,1 - Care Home Staff,50000,,Dose 2,46992,93.984,,16 years and over
20210504,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 1,365772,,z,16 years and over
20210504,S92000003,2 - Any Frontline Health and Social Care Worker,,:,Dose 2,309969,,z,16 years and over
